GENEID	Length
FBGN0267681	809
FBGN0266247	422
FBGN0005671	2786
FBGN0038065	1860
FBGN0260444	2026
FBGN0042207	1188
FBGN0267682	553
FBGN0038067	1248
FBGN0038068	1330
FBGN0038069	1379
FBGN0038070	1774
FBGN0038071	2464
FBGN0038072	2952
FBGN0267146	761
FBGN0038073	4562
FBGN0038074	990
FBGN0263621	251
FBGN0026207	2566
FBGN0038076	1651
FBGN0001296	2678
FBGN0005355	1596
FBGN0051347	865
FBGN0011745	1469
FBGN0038078	614
FBGN0038079	1334
FBGN0016693	2896
FBGN0038080	601
FBGN0002905	6420
FBGN0002719	3074
FBGN0265162	645
FBGN0038082	1710
FBGN0038083	1667
FBGN0038084	2229
FBGN0265164	291
FBGN0265163	638
FBGN0051345	984
FBGN0038087	3196
FBGN0267147	496
FBGN0265165	289
FBGN0038088	978
FBGN0265166	557
FBGN0038089	1095
FBGN0053929	423
FBGN0038090	1173
FBGN0038092	1892
FBGN0265167	594
FBGN0040493	2435
FBGN0087021	968
FBGN0038095	1716
FBGN0038097	1213
FBGN0038098	3501
FBGN0038099	1880
FBGN0038100	2039
FBGN0051342	4054
FBGN0038102	1136
FBGN0041710	1439
FBGN0038105	1462
FBGN0038106	1249
FBGN0265083	851
FBGN0038107	851
FBGN0038108	8450
FBGN0038110	1318
FBGN0038109	1113
FBGN0020496	5842
FBGN0038111	4039
FBGN0002354	551
FBGN0003308	4337
FBGN0038113	1349
FBGN0003450	1435
FBGN0038114	1337
FBGN0266615	310
FBGN0001217	2174
FBGN0051157	1324
FBGN0038115	1557
FBGN0260962	3881
FBGN0004666	3547
FBGN0266302	499
FBGN0262365	488
FBGN0038118	4337
FBGN0085337	840
FBGN0267683	422
FBGN0260793	8905
FBGN0266578	1226
FBGN0038122	795
FBGN0038123	971
FBGN0038124	920
FBGN0038125	862
FBGN0038126	1869
FBGN0038127	935
FBGN0000024	8473
FBGN0040551	487
FBGN0038128	1269
FBGN0003598	5051
FBGN0038129	2318
FBGN0038130	2173
FBGN0038131	1100
FBGN0038132	863
FBGN0038133	1157
FBGN0038134	1147
FBGN0038135	3145
FBGN0038136	3150
FBGN0052473	4559
FBGN0262844	366
FBGN0264991	334
FBGN0266455	280
FBGN0038139	2932
FBGN0038140	2752
FBGN0045442	1467
FBGN0086371	1465
FBGN0027610	1879
FBGN0038142	643
FBGN0023495	1434
FBGN0259831	588
FBGN0038143	2859
FBGN0264987	493
FBGN0038144	1535
FBGN0044511	475
FBGN0038145	2373
FBGN0038146	2939
FBGN0038147	1459
FBGN0040553	447
FBGN0038148	749
FBGN0038149	1122
FBGN0053977	425
FBGN0038150	1319
FBGN0038151	1571
FBGN0041711	1844
FBGN0038153	2415
FBGN0267151	346
FBGN0000046	1989
FBGN0004049	4464
FBGN0261814	623
FBGN0267239	1007
FBGN0038156	5123
FBGN0040554	6669
FBGN0262323	93
FBGN0267574	228
FBGN0267149	516
FBGN0038157	585
FBGN0261846	562
FBGN0051337	849
FBGN0264430	655
FBGN0038158	729
FBGN0038159	1026
FBGN0038160	2169
FBGN0003060	851
FBGN0038161	576
FBGN0267240	810
FBGN0267154	507
FBGN0038163	2406
FBGN0263396	7745
FBGN0015778	5711
FBGN0010258	1515
FBGN0004237	2759
FBGN0004587	4313
FBGN0038165	4932
FBGN0038166	1226
FBGN0038167	2627
FBGN0038168	3498
FBGN0024555	5739
FBGN0038170	1204
FBGN0028487	3529
FBGN0002937	2164
FBGN0038172	1613
FBGN0038173	1737
FBGN0051469	613
FBGN0040077	1336
FBGN0040076	1336
FBGN0054044	1195
FBGN0085412	14179
FBGN0267383	660
FBGN0038179	807
FBGN0038180	2122
FBGN0038181	4318
FBGN0260464	1117
FBGN0259721	1117
FBGN0038183	999
FBGN0000454	2102
FBGN0267150	778
FBGN0051588	73
FBGN0051331	73
FBGN0259731	1540
FBGN0259730	1540
FBGN0259733	1540
FBGN0259732	1540
FBGN0263650	500
FBGN0263651	897
FBGN0002862	623
FBGN0262992	361
FBGN0266464	3521
FBGN0051495	1695
FBGN0038186	688
FBGN0008646	2122
FBGN0000576	2478
FBGN0038188	1110
FBGN0038189	1101
FBGN0047199	1215
FBGN0038190	1685
FBGN0016672	1402
FBGN0038191	3193
FBGN0015270	1995
FBGN0264493	6511
FBGN0263414	1105
FBGN0038194	1640
FBGN0038195	1981
FBGN0038196	1006
FBGN0011971	82
FBGN0038197	4130
FBGN0038198	922
FBGN0038199	857
FBGN0038200	714
FBGN0038201	2512
FBGN0038202	3476
FBGN0265168	1271
FBGN0038203	1206
FBGN0038204	960
FBGN0038205	2683
FBGN0020510	2528
FBGN0038206	1377
FBGN0010340	1200
FBGN0262955	4060
FBGN0038207	740
FBGN0038208	3292
FBGN0260226	440
FBGN0038209	945
FBGN0265146	452
FBGN0051533	2704
FBGN0051327	2719
FBGN0038210	860
FBGN0011582	14565
FBGN0038211	1713
FBGN0051326	1761
FBGN0053109	1025
FBGN0053329	1681
FBGN0027563	1449
FBGN0038213	1049
FBGN0262983	2154
FBGN0038214	550
FBGN0027083	4314
FBGN0262808	701
FBGN0038217	1006
FBGN0038218	956
FBGN0038219	981
FBGN0003862	14052
FBGN0267684	707
FBGN0267156	437
FBGN0038220	3003
FBGN0038221	1843
FBGN0003567	3682
FBGN0004855	1035
FBGN0051321	2198
FBGN0013767	654
FBGN0011474	4183
FBGN0038223	5111
FBGN0038224	720
FBGN0003480	1384
FBGN0024321	4373
FBGN0051320	3431
FBGN0086058	72
FBGN0266248	1946
FBGN0038225	1037
FBGN0086901	9760
FBGN0262327	103
FBGN0085417	1999
FBGN0265065	744
FBGN0265066	931
FBGN0038233	2512
FBGN0038234	734
FBGN0038235	883
FBGN0038237	6535
FBGN0085302	446
FBGN0038236	1623
FBGN0267685	796
FBGN0267686	671
FBGN0267687	979
FBGN0038238	663
FBGN0038239	587
FBGN0038240	506
FBGN0038241	483
FBGN0038242	587
FBGN0051313	793
FBGN0038243	1173
FBGN0264904	776
FBGN0004629	484
FBGN0038244	4416
FBGN0264903	281
FBGN0020299	5462
FBGN0038246	2845
FBGN0003169	4013
FBGN0013981	796
FBGN0038248	3436
FBGN0038247	6745
FBGN0086686	6264
FBGN0038250	1185
FBGN0038251	1548
FBGN0025808	1823
FBGN0038252	1279
FBGN0265140	6854
FBGN0262127	5750
FBGN0038256	2646
FBGN0011217	2375
FBGN0263929	9425
FBGN0038257	1666
FBGN0038258	2654
FBGN0038260	1973
FBGN0038261	1999
FBGN0038262	2071
FBGN0266756	17286
FBGN0267688	612
FBGN0038266	1695
FBGN0038268	2776
FBGN0038269	3233
FBGN0067628	1284
FBGN0067629	1315
FBGN0004597	1142
FBGN0038271	1632
FBGN0038272	1510
FBGN0038273	1603
FBGN0038274	2497
FBGN0038275	879
FBGN0262514	672
FBGN0038277	951
FBGN0028662	1352
FBGN0038279	4074
FBGN0267158	559
FBGN0267159	662
FBGN0038280	1265
FBGN0038281	784
FBGN0266249	1475
FBGN0038282	4826
FBGN0038285	756
FBGN0038286	4578
FBGN0261859	6686
FBGN0262315	106
FBGN0038290	1428
FBGN0267160	2914
FBGN0038291	1731
FBGN0038292	1483
FBGN0266064	3340
FBGN0038295	4824
FBGN0038294	5296
FBGN0038296	4431
FBGN0263633	61
FBGN0260659	2765
FBGN0028984	1521
FBGN0038299	1431
FBGN0038300	2086
FBGN0038301	2262
FBGN0038302	682
FBGN0038303	3634
FBGN0038304	2986
FBGN0051155	759
FBGN0051344	1450
FBGN0263979	1828
FBGN0038306	1804
FBGN0038307	783
FBGN0085345	907
FBGN0263448	613
FBGN0045035	8416
FBGN0266599	2716
FBGN0038309	1773
FBGN0259823	5536
FBGN0263740	2203
FBGN0263755	2386
FBGN0014879	1169
FBGN0016691	802
FBGN0038311	1814
FBGN0038312	1539
FBGN0000283	4293
FBGN0038313	953
FBGN0267750	617
FBGN0027378	1511
FBGN0011476	627
FBGN0003721	9463
FBGN0266745	437
FBGN0004117	2613
FBGN0038315	1759
FBGN0038316	1806
FBGN0264832	314
FBGN0026441	3988
FBGN0038318	2416
FBGN0000533	1527
FBGN0038319	794
FBGN0013269	1299
FBGN0038320	4628
FBGN0038321	2091
FBGN0021750	2552
FBGN0019925	1641
FBGN0051301	1520
FBGN0261679	2285
FBGN0261680	2285
FBGN0266722	583
FBGN0038324	2702
FBGN0038325	2665
FBGN0038326	1702
FBGN0026634	3015
FBGN0038327	1127
FBGN0026737	1001
FBGN0085433	3221
FBGN0038330	1844
FBGN0038332	2177
FBGN0038331	1589
FBGN0262483	8759
FBGN0038334	1545
FBGN0038337	2532
FBGN0267725	726
FBGN0041188	5915
FBGN0267571	3391
FBGN0262367	68
FBGN0262429	75
FBGN0262397	102
FBGN0038339	4659
FBGN0000047	1595
FBGN0038341	7745
FBGN0038342	881
FBGN0019940	1474
FBGN0038343	551
FBGN0038344	6970
FBGN0038345	1019
FBGN0264776	846
FBGN0264775	940
FBGN0051296	1288
FBGN0267408	4228
FBGN0038348	3950
FBGN0038349	4163
FBGN0038350	3832
FBGN0263040	846
FBGN0263041	840
FBGN0053207	5086
FBGN0264431	644
FBGN0051446	884
FBGN0038353	1546
FBGN0267195	601
FBGN0267196	226
FBGN0038354	2762
FBGN0051294	877
FBGN0085303	839
FBGN0038355	1499
FBGN0038356	437
FBGN0038357	1127
FBGN0266733	640
FBGN0038358	1881
FBGN0266734	583
FBGN0038359	1288
FBGN0038360	1578
FBGN0038361	974
FBGN0000246	2629
FBGN0038363	619
FBGN0262527	6544
FBGN0038365	1270
FBGN0267551	642
FBGN0026616	6029
FBGN0266738	261
FBGN0003227	4131
FBGN0038366	2433
FBGN0263023	618
FBGN0263022	863
FBGN0038369	1123
FBGN0017567	819
FBGN0263525	68
FBGN0003483	4678
FBGN0038371	1370
FBGN0265048	4744
FBGN0038373	1773
FBGN0038376	2986
FBGN0051183	5256
FBGN0038377	1283
FBGN0038380	1478
FBGN0027657	1601
FBGN0051292	452
FBGN0038381	1645
FBGN0266566	5376
FBGN0038385	3176
FBGN0267692	1259
FBGN0085305	1819
FBGN0038386	1035
FBGN0038387	967
FBGN0013334	6401
FBGN0051088	696
FBGN0038388	1648
FBGN0038389	811
FBGN0052856	620
FBGN0038390	2693
FBGN0002783	3983
FBGN0022787	6581
FBGN0003507	5668
FBGN0264982	1153
FBGN0262028	3022
FBGN0038391	3493
FBGN0003117	4361
FBGN0038394	1047
FBGN0038395	1113
FBGN0024222	2488
FBGN0266739	331
FBGN0038396	973
FBGN0027948	7590
FBGN0038397	5379
FBGN0026059	11176
FBGN0052855	2013
FBGN0038398	1829
FBGN0010379	4889
FBGN0003319	4180
FBGN0038400	2392
FBGN0038401	2396
FBGN0038402	1363
FBGN0063649	4384
FBGN0263449	745
FBGN0038404	2398
FBGN0038405	1454
FBGN0024491	3336
FBGN0086370	2372
FBGN0038407	2126
FBGN0051287	1425
FBGN0010438	575
FBGN0267199	679
FBGN0267200	382
FBGN0267198	237
FBGN0267197	409
FBGN0267202	300
FBGN0267201	680
FBGN0267203	460
FBGN0040071	4855
FBGN0040237	2457
FBGN0020407	2497
FBGN0020399	1287
FBGN0261286	3797
FBGN0250823	7030
FBGN0038412	2011
FBGN0040271	5307
FBGN0011858	73
FBGN0012011	73
FBGN0264836	352
FBGN0038414	1581
FBGN0038415	1670
FBGN0038416	1653
FBGN0040284	2576
FBGN0038418	3276
FBGN0038419	2016
FBGN0027095	847
FBGN0038420	1086
FBGN0038421	1367
FBGN0259917	1076
FBGN0038422	2599
FBGN0038423	1481
FBGN0266703	1129
FBGN0003513	5191
FBGN0267190	467
FBGN0051497	74
FBGN0267191	673
FBGN0051279	1582
FBGN0051282	74
FBGN0038424	1569
FBGN0038425	1054
FBGN0038426	491
FBGN0038427	3590
FBGN0038428	1111
FBGN0038429	1754
FBGN0044826	4983
FBGN0038431	929
FBGN0038432	1838
FBGN0250754	10901
FBGN0027053	1196
FBGN0038435	2494
FBGN0267693	7622
FBGN0038436	2784
FBGN0004087	662
FBGN0038437	470
FBGN0038438	1390
FBGN0038439	6918
FBGN0038440	1089
FBGN0028381	1111
FBGN0259244	7112
FBGN0267694	486
FBGN0038445	1644
FBGN0038446	442
FBGN0020907	1283
FBGN0038447	2200
FBGN0027562	2423
FBGN0027109	599
FBGN0038448	1684
FBGN0022344	938
FBGN0038449	1674
FBGN0038450	1712
FBGN0262233	117
FBGN0038451	1688
FBGN0038452	1660
FBGN0262742	4871
FBGN0015520	2908
FBGN0038453	1294
FBGN0038454	1811
FBGN0015019	2165
FBGN0015351	1177
FBGN0038455	1103
FBGN0051217	2289
FBGN0003944	4282
FBGN0020556	3488
FBGN0063261	594
FBGN0266250	986
FBGN0015230	1711
FBGN0267314	604
FBGN0267315	579
FBGN0000014	5477
FBGN0264857	5429
FBGN0020546	6447
FBGN0262290	68
FBGN0262462	68
FBGN0263595	1736
FBGN0000015	7719
FBGN0038458	494
FBGN0015008	1856
FBGN0015011	1969
FBGN0038460	1272
FBGN0267152	295
FBGN0043069	1488
FBGN0038461	1216
FBGN0266748	229
FBGN0266740	1264
FBGN0051274	1399
FBGN0038462	1230
FBGN0038463	1979
FBGN0266917	2558
FBGN0038465	2390
FBGN0038466	2467
FBGN0004577	2630
FBGN0038467	2341
FBGN0038468	1835
FBGN0051268	1653
FBGN0038469	2214
FBGN0038470	2997
FBGN0038471	1102
FBGN0038472	1185
FBGN0266053	4285
FBGN0020493	3906
FBGN0038473	1895
FBGN0038474	729
FBGN0038475	3447
FBGN0038476	2433
FBGN0266465	2476
FBGN0038478	3602
FBGN0014141	9428
FBGN0085307	344
FBGN0261847	511
FBGN0266454	310
FBGN0038479	851
FBGN0265169	879
FBGN0051269	937
FBGN0051265	909
FBGN0038481	1088
FBGN0038482	925
FBGN0051266	993
FBGN0051267	921
FBGN0038484	1085
FBGN0038485	914
FBGN0038486	2170
FBGN0038487	1126
FBGN0038488	3792
FBGN0264291	651
FBGN0038490	983
FBGN0038491	1855
FBGN0038492	7334
FBGN0051262	2341
FBGN0038494	2456
FBGN0265199	549
FBGN0265197	544
FBGN0265198	620
FBGN0051418	717
FBGN0051419	774
FBGN0263500	936
FBGN0263501	1031
FBGN0038498	3183
FBGN0265196	487
FBGN0038499	2975
FBGN0262871	4070
FBGN0262825	543
FBGN0265043	535
FBGN0028992	1354
FBGN0025456	1010
FBGN0038504	4681
FBGN0085308	691
FBGN0085309	376
FBGN0262005	508
FBGN0262006	464
FBGN0261932	592
FBGN0038505	1585
FBGN0038506	1222
FBGN0038507	1573
FBGN0262003	448
FBGN0262004	578
FBGN0038508	710
FBGN0053333	576
FBGN0267701	518
FBGN0262023	536
FBGN0262024	352
FBGN0038509	513
FBGN0038511	3081
FBGN0267719	345
FBGN0267720	490
FBGN0264899	377
FBGN0038510	1143
FBGN0000564	704
FBGN0038512	887
FBGN0261046	8512
FBGN0265449	811
FBGN0038515	1850
FBGN0038516	1452
FBGN0010926	4315
FBGN0025571	3112
FBGN0038519	1017
FBGN0264005	3384
FBGN0038523	550
FBGN0003375	636
FBGN0040565	1863
FBGN0038524	1994
FBGN0038525	1103
FBGN0004554	604
FBGN0085310	448
FBGN0038526	883
FBGN0012002	73
FBGN0011944	72
FBGN0038527	464
FBGN0038528	524
FBGN0051570	73
FBGN0011945	72
FBGN0011840	73
FBGN0038529	914
FBGN0053534	73
FBGN0011993	74
FBGN0011994	74
FBGN0038530	742
FBGN0038531	1383
FBGN0051591	73
FBGN0262794	684
FBGN0051569	73
FBGN0051573	72
FBGN0266749	356
FBGN0051568	73
FBGN0051578	72
FBGN0051579	73
FBGN0051580	73
FBGN0266750	6258
FBGN0038532	5917
FBGN0051577	73
FBGN0051575	73
FBGN0266405	249
FBGN0051576	73
FBGN0038533	1134
FBGN0000063	2141
FBGN0038535	4464
FBGN0038536	1046
FBGN0051251	1060
FBGN0051360	649
FBGN0051249	1176
FBGN0261885	10723
FBGN0267703	1133
FBGN0267702	1887
FBGN0261987	2716
FBGN0038539	654
FBGN0016650	3222
FBGN0038540	702
FBGN0038541	4428
FBGN0038542	5491
FBGN0262562	12189
FBGN0038545	874
FBGN0038546	1787
FBGN0038547	2238
FBGN0038548	1613
FBGN0038549	1706
FBGN0038550	1220
FBGN0038551	1645
FBGN0038552	1607
FBGN0261649	7148
FBGN0053547	14257
FBGN0038558	1007
FBGN0263399	598
FBGN0263995	11566
FBGN0000477	1228
FBGN0038564	1747
FBGN0038565	1549
FBGN0010389	4094
FBGN0038566	1536
FBGN0003499	8113
FBGN0051242	72
FBGN0051518	72
FBGN0038567	1468
FBGN0266564	605
FBGN0266565	1580
FBGN0038568	771
FBGN0038569	2543
FBGN0022943	600
FBGN0038570	1449
FBGN0038571	1449
FBGN0042693	7793
FBGN0261532	3691
FBGN0038575	1744
FBGN0038576	2320
FBGN0038577	903
FBGN0038578	2060
FBGN0038579	652
FBGN0011481	5521
FBGN0028499	2729
FBGN0265041	504
FBGN0038581	1606
FBGN0038583	2367
FBGN0038582	885
FBGN0038584	1999
FBGN0038585	1093
FBGN0038586	1034
FBGN0262559	1335
FBGN0011701	2996
FBGN0038588	2619
FBGN0020238	3366
FBGN0038590	1666
FBGN0038589	360
FBGN0263738	2445
FBGN0263757	722
FBGN0261019	2089
FBGN0266195	2089
FBGN0038592	1847
FBGN0038593	2915
FBGN0026250	1720
FBGN0038595	1342
FBGN0038596	494
FBGN0038597	2901
FBGN0038598	2040
FBGN0010877	3531
FBGN0024432	816
FBGN0038601	1414
FBGN0038602	615
FBGN0038603	4316
FBGN0051235	2494
FBGN0038606	5268
FBGN0267194	211
FBGN0038607	2041
FBGN0038608	1498
FBGN0038609	1211
FBGN0004618	3399
FBGN0040569	402
FBGN0266251	1962
FBGN0038610	1390
FBGN0038611	3341
FBGN0038612	857
FBGN0038613	2728
FBGN0028670	3222
FBGN0264751	1080
FBGN0038617	2167
FBGN0264816	1419
FBGN0038619	940
FBGN0051122	3563
FBGN0038621	1552
FBGN0004652	18433
FBGN0038626	1287
FBGN0262846	910
FBGN0262823	910
FBGN0038627	1207
FBGN0023083	3934
FBGN0263974	6098
FBGN0038629	3837
FBGN0038630	1407
FBGN0038631	693
FBGN0051228	72
FBGN0038632	1846
FBGN0051224	7361
FBGN0027841	1446
FBGN0261065	2190
FBGN0044871	894
FBGN0051231	2241
FBGN0051229	777
FBGN0266388	911
FBGN0038638	2404
FBGN0051230	416
FBGN0038639	2780
FBGN0038640	2394
FBGN0038641	4748
FBGN0038642	3111
FBGN0038643	357
FBGN0085311	675
FBGN0267658	723
FBGN0000303	4011
FBGN0015323	7098
FBGN0085312	567
FBGN0038645	953
FBGN0038646	823
FBGN0038647	281
FBGN0024329	6046
FBGN0038649	1921
FBGN0260399	3099
FBGN0038651	7607
FBGN0038652	3261
FBGN0038653	9804
FBGN0267193	300
FBGN0051226	389
FBGN0038654	875
FBGN0038655	1032
FBGN0003248	1365
FBGN0038656	602
FBGN0085313	520
FBGN0038658	648
FBGN0038659	4147
FBGN0038660	1870
FBGN0261113	4826
FBGN0038662	1155
FBGN0261262	8687
FBGN0263983	5507
FBGN0038665	477
FBGN0038666	1942
FBGN0022338	1393
FBGN0261792	687
FBGN0026239	7699
FBGN0038672	1456
FBGN0038673	762
FBGN0038674	989
FBGN0260779	1661
FBGN0027785	648
FBGN0015781	1168
FBGN0027784	1304
FBGN0038675	844
FBGN0038676	5461
FBGN0004876	6526
FBGN0267708	500
FBGN0038678	456
FBGN0016120	950
FBGN0038679	6526
FBGN0038680	1820
FBGN0038681	1697
FBGN0261285	4134
FBGN0038682	1344
FBGN0264916	380
FBGN0038683	2948
FBGN0002962	2349
FBGN0259704	1498
FBGN0259705	966
FBGN0010768	3258
FBGN0038685	987
FBGN0038686	2110
FBGN0051475	2688
FBGN0267706	973
FBGN0025680	1896
FBGN0262468	3569
FBGN0038690	1278
FBGN0038691	1060
FBGN0038692	1247
FBGN0038693	10179
FBGN0038694	974
FBGN0038695	2847
FBGN0265062	882
FBGN0263405	940
FBGN0265063	450
FBGN0000463	5278
FBGN0265064	610
FBGN0262262	215
FBGN0262903	1042
FBGN0262839	781
FBGN0086613	5243
FBGN0038697	1033
FBGN0051404	981
FBGN0051245	965
FBGN0085314	1366
FBGN0038700	1619
FBGN0038701	1566
FBGN0038702	1586
FBGN0051244	1138
FBGN0038704	2693
FBGN0038705	1815
FBGN0051221	4352
FBGN0038706	1421
FBGN0260003	21204
FBGN0038708	1188
FBGN0038709	1413
FBGN0065080	68
FBGN0038714	1120
FBGN0038715	1698
FBGN0038716	2190
FBGN0038717	1666
FBGN0038718	1716
FBGN0038719	2014
FBGN0038720	4343
FBGN0038721	4351
FBGN0083974	748
FBGN0026753	943
FBGN0038722	1820
FBGN0038723	1250
FBGN0051220	1421
FBGN0051219	1139
FBGN0038725	3641
FBGN0003011	2158
FBGN0038727	2921
FBGN0051216	2084
FBGN0012003	73
FBGN0085315	686
FBGN0024963	6633
FBGN0263499	689
FBGN0038730	1724
FBGN0038731	1705
FBGN0038732	1800
FBGN0038733	1789
FBGN0038734	1831
FBGN0012004	73
FBGN0051215	73
FBGN0014135	4559
FBGN0051471	74
FBGN0051459	1014
FBGN0038735	2767
FBGN0261984	4034
FBGN0038737	991
FBGN0038738	1877
FBGN0038739	1195
FBGN0038740	6617
FBGN0038741	1482
FBGN0038742	1418
FBGN0014006	5168
FBGN0002940	1588
FBGN0038744	3663
FBGN0038745	4139
FBGN0038746	1150
FBGN0038747	3980
FBGN0266407	411
FBGN0266408	1835
FBGN0260234	1029
FBGN0038749	949
FBGN0038750	1917
FBGN0038751	1565
FBGN0262971	667
FBGN0267707	359
FBGN0038752	2194
FBGN0038753	2062
FBGN0038755	3100
FBGN0021776	3322
FBGN0267709	348
FBGN0038756	410
FBGN0051213	6020
FBGN0038760	2766
FBGN0038761	932
FBGN0038762	4089
FBGN0038763	2275
FBGN0243511	3509
FBGN0038765	1258
FBGN0038766	1220
FBGN0038767	1525
FBGN0038768	1824
FBGN0038769	2176
FBGN0040571	3938
FBGN0064119	4064
FBGN0260466	4064
FBGN0038771	1190
FBGN0038772	1419
FBGN0003249	1391
FBGN0051206	856
FBGN0038773	2188
FBGN0045471	1161
FBGN0262025	693
FBGN0038774	789
FBGN0083975	6265
FBGN0038775	1591
FBGN0267710	585
FBGN0262582	12579
FBGN0038783	939
FBGN0038784	829
FBGN0261550	5637
FBGN0038787	3569
FBGN0267450	732
FBGN0038788	2285
FBGN0038789	2037
FBGN0266381	1215
FBGN0038790	268
FBGN0262869	9719
FBGN0038795	1198
FBGN0038796	979
FBGN0265550	393
FBGN0265551	902
FBGN0038797	1599
FBGN0002869	584
FBGN0038798	1234
FBGN0038799	2100
FBGN0262146	604
FBGN0053192	274
FBGN0016917	5210
FBGN0067783	2265
FBGN0067782	1336
FBGN0043457	1517
FBGN0040575	462
FBGN0038803	3325
FBGN0038804	1582
FBGN0083039	138
FBGN0038805	1242
FBGN0038806	1020
FBGN0023212	1207
FBGN0038808	464
FBGN0054008	715
FBGN0038809	2813
FBGN0014029	1688
FBGN0267711	547
FBGN0038810	2149
FBGN0038811	1466
FBGN0023097	5811
FBGN0051506	84
FBGN0038814	4319
FBGN0038815	2907
FBGN0001169	6004
FBGN0015279	4839
FBGN0038816	8022
FBGN0051201	3444
FBGN0028422	3080
FBGN0038818	4019
FBGN0038819	1858
FBGN0038820	999
FBGN0266382	716
FBGN0263406	897
FBGN0024944	5533
FBGN0051205	1020
FBGN0261857	510
FBGN0004107	2299
FBGN0262185	90
FBGN0038821	1510
FBGN0259222	4229
FBGN0051199	1013
FBGN0051200	915
FBGN0265606	891
FBGN0038826	11225
FBGN0051195	4001
FBGN0046689	1323
FBGN0038827	4587
FBGN0038828	1362
FBGN0038829	1916
FBGN0019936	564
FBGN0083055	140
FBGN0082986	135
FBGN0038830	670
FBGN0027493	1951
FBGN0264839	816
FBGN0051223	1270
FBGN0053094	2356
FBGN0038832	2723
FBGN0038833	681
FBGN0038834	619
FBGN0259215	2742
FBGN0262422	54
FBGN0038837	3607
FBGN0028396	579
FBGN0044812	530
FBGN0038838	526
FBGN0044809	573
FBGN0264840	980
FBGN0051480	72
FBGN0051334	72
FBGN0051333	72
FBGN0266252	1112
FBGN0038839	2869
FBGN0038840	3640
FBGN0044810	602
FBGN0051191	4416
FBGN0264915	1154
FBGN0263460	147
FBGN0038842	2589
FBGN0002921	6680
FBGN0013995	8959
FBGN0263400	1367
FBGN0038845	1674
FBGN0038846	987
FBGN0026056	2518
FBGN0046763	1934
FBGN0013812	14010
FBGN0038847	838
FBGN0051189	831
FBGN0051207	835
FBGN0038849	1237
FBGN0038850	810
FBGN0011672	5647
FBGN0025865	2450
FBGN0000083	2073
FBGN0003257	2039
FBGN0038851	978
FBGN0038852	1267
FBGN0038853	5353
FBGN0265067	1078
FBGN0038854	3171
FBGN0267712	882
FBGN0038855	1816
FBGN0266674	2799
FBGN0028468	1722
FBGN0015790	1815
FBGN0010770	1477
FBGN0038857	1000
FBGN0023423	3492
FBGN0038858	1633
FBGN0038859	591
FBGN0038860	2505
FBGN0038861	1038
FBGN0038862	3369
FBGN0250820	1868
FBGN0264357	11990
FBGN0038865	1855
FBGN0038866	1384
FBGN0260004	2280
FBGN0038868	1090
FBGN0264706	423
FBGN0038869	1356
FBGN0038870	3409
FBGN0038871	2819
FBGN0265205	846
FBGN0038872	4648
FBGN0000527	3142
FBGN0038873	2329
FBGN0038874	4512
FBGN0016700	1804
FBGN0267448	590
FBGN0043012	751
FBGN0038876	1227
FBGN0038877	2124
FBGN0038878	1293
FBGN0038880	5029
FBGN0038879	495
FBGN0001234	21710
FBGN0263537	150
FBGN0038881	7188
FBGN0002781	12432
FBGN0267649	4432
FBGN0267648	4516
FBGN0266178	4257
FBGN0266177	3099
FBGN0266173	3725
FBGN0266174	3569
FBGN0266175	3432
FBGN0266176	2671
FBGN0261838	1824
FBGN0261837	1824
FBGN0266172	2365
FBGN0266170	1873
FBGN0266171	2110
FBGN0261842	1868
FBGN0261845	3436
FBGN0261839	1894
FBGN0261843	2084
FBGN0261840	2594
FBGN0261841	2132
FBGN0261844	2818
FBGN0267651	2349
FBGN0267650	2367
FBGN0267652	2525
FBGN0004110	1664
FBGN0004862	1449
FBGN0038886	1683
FBGN0267713	636
FBGN0038887	2733
FBGN0038888	751
FBGN0051438	680
FBGN0008651	2744
FBGN0264898	351
FBGN0011278	2277
FBGN0263407	792
FBGN0038889	4722
FBGN0264824	774
FBGN0004863	1856
FBGN0038890	5037
FBGN0263130	1772
FBGN0264825	939
FBGN0002941	2670
FBGN0038892	1139
FBGN0013984	11367
FBGN0263662	1368
FBGN0264826	721
FBGN0011766	6451
FBGN0262405	143
FBGN0262434	75
FBGN0267722	532
FBGN0267723	437
FBGN0267724	303
FBGN0038893	1222
FBGN0038894	1217
FBGN0259113	4624
FBGN0051176	2511
FBGN0264905	546
FBGN0262542	394
FBGN0261060	329
FBGN0262143	283
FBGN0262144	368
FBGN0054034	637
FBGN0038897	3063
FBGN0051343	3004
FBGN0051233	3059
FBGN0051198	3019
FBGN0259237	2786
FBGN0038901	640
FBGN0027575	3988
FBGN0038902	909
FBGN0038903	530
FBGN0003867	2059
FBGN0013759	8504
FBGN0266181	2669
FBGN0262331	105
FBGN0263521	158
FBGN0267192	395
FBGN0041229	1450
FBGN0045470	1188
FBGN0045469	1194
FBGN0264896	1122
FBGN0045468	1146
FBGN0015229	2050
FBGN0267204	231
FBGN0267205	704
FBGN0260940	941
FBGN0038909	1582
FBGN0067317	622
FBGN0051174	721
FBGN0051431	2018
FBGN0064912	1184
FBGN0038912	1542
FBGN0083984	600
FBGN0053092	2472
FBGN0266406	5273
FBGN0051465	3079
FBGN0038914	531
FBGN0038915	646
