"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043618","GO:0043618","regulation of transcription from RNA polymerase II promoter in response to stress","31/5279","46/16438",9.63113317005209e-07,6.56081258474208e-05,5.46785443593009e-05,"ARNT/ATF3/ATF6/BACH1/BAG3/CEBPB/CHD6/CITED2/CREB3L1/DDIT3/DNAJB1/EGR1/EPAS1/HIF1A/HIF1AN/HMOX1/HSF1/HSPA1A/HSPA5/IMPACT/INO80/JUN/MBTPS2/NCK1/RBPJ/SESN2/SIN3A/SIRT2/TMBIM6/VEGFA/VHL",31
"GO:0098781","GO:0098781","ncRNA transcription","31/5279","46/16438",9.63113317005209e-07,6.56081258474208e-05,5.46785443593009e-05,"BRF1/CC2D1A/CELF3/ELL2/GTF3C1/GTF3C2/GTF3C5/GTF3C6/LARP7/MEPCE/MTOR/NCL/NOL11/PIH1D1/POLR1B/POLR1E/POLR2L/PWP1/RPAP2/SIRT7/SMARCA4/SMARCB1/SNAPC1/SNAPC2/SNAPC3/SNAPC4/SPIN1/TCOF1/USPL1/ZC3H8/ZNF143",31
"GO:0090150","GO:0090150","establishment of protein localization to membrane","102/5279","213/16438",1.04009725967517e-06,7.00822055731126e-05,5.84072923396535e-05,"AGK/AKAP5/AKT2/AP3B1/ARFRP1/ARL6IP1/ATAD1/ATP13A1/BAG6/BAX/BBS2/BCS1L/BID/CACNB3/CALM1/CALM3/CAMLG/CD24/CDK5/CDK5R1/CHM/CHMP4A/CHMP4B/CLN3/CPLX1/CSK/EGFR/ERBB2/FIS1/GDI1/GET4/GGA2/GOLGA7B/GOLPH3/GRIN3B/GRIP2/HRAS/HSP90AA1/HSPA4/HSPA5/ICMT/INPP5K/ITGB1BP1/KIF13A/MACF1/MFF/MICALL1/MYO1C/NACA/NMT1/NSF/OPTN/PEX19/PEX26/PEX5/PREPL/RAB10/RAB11B/RAB26/RAB31/RAB3GAP1/RAB7A/RAB8A/RAB8B/REEP2/RFTN1/RSC1A1/SAMM50/SCRIB/SDCBP/SEC16A/SEC61A1/SEC61A2/SEC63/SGTA/SNAP25/SRP14/SRP68/SSR1/TIMM10/TIMM13/TIMM8A/TIMM9/TOMM22/TRAM1L1/UBL4A/VAMP2/VAMP3/VPS35/VPS37B/VPS37C/WDR83OS/ZDHHC12/ZDHHC18/ZDHHC21/ZDHHC23/ZDHHC3/ZDHHC4/ZDHHC6/ZDHHC7/ZDHHC9/ZFAND2B",102
"GO:0000079","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","52/5279","92/16438",1.12746003591393e-06,7.51518791680694e-05,6.26324148983086e-05,"ACTB/ADAM17/AKT1/BCCIP/CASP3/CCNA2/CCNB1/CCND1/CCND2/CCND3/CCNE1/CCNF/CCNG1/CCNH/CCNI/CCNK/CCNL1/CCNT2/CDC25A/CDC37/CDC6/CDK5R1/CDK5R2/CDK5RAP3/CDKN1A/CDKN1C/CDKN2B/CKS1B/CKS2/CNPPD1/EGFR/FBXO7/GADD45A/GTF2H1/HERC5/HEXIM1/IPO5/IPO7/LATS2/MEN1/MNAT1/NR2F2/PKD1/PKMYT1/PLK1/PROX1/PSMD10/PSRC1/SERTAD1/SFN/TFAP4/TNFAIP3",52
"GO:0006417","GO:0006417","regulation of translation","183/5279","426/16438",1.30988387957231e-06,8.63826613773273e-05,7.19922741426754e-05,"ABCE1/ACO1/AKT1/AKT2/ALKBH1/APP/ASCC2/ATXN2/BCL3/BTG2/C1QBP/CAPRIN1/CAPRIN2/CASC3/CDC123/CDK4/CELF1/CELF4/CIRBP/CNOT10/CNOT7/CPEB1/CPEB2/CPEB3/CPEB4/CSDE1/DAPK1/DCP1A/DCP2/DDX1/DDX6/DHFR/DHX9/DIO2/DNAJC1/DPH1/DPH2/DPH3/DPH5/EIF1/EIF1B/EIF2A/EIF2AK1/EIF2AK2/EIF2AK3/EIF2AK4/EIF2B2/EIF2B4/EIF2B5/EIF3B/EIF3H/EIF4A2/EIF4A3/EIF4B/EIF4EBP2/EIF4G1/EIF4G2/EIF4G3/EIF4H/EIF5/EIF5A/EIF5AL1/EIF5B/EIF6/ELAVL1/ENC1/ERBB2/EXOSC3/EXOSC5/EXOSC9/FMR1/FTO/FXR2/GEMIN5/GLE1/GUF1/HNRNPD/HNRNPR/HSPB1/IGF2BP1/IGF2BP2/IGFBP5/ILF3/IMPACT/INPP5E/JMJD4/KBTBD8/KHDRBS1/KHSRP/LARP1/LARP4B/LARP6/LSM14A/LSM14B/MAPK1/MAPK3/MAPKAPK5/METTL3/MIF4GD/MKNK1/MLH1/MOV10/MTG1/MTOR/MTRF1/NAT10/NCBP1/NCK1/NCL/NEMF/NGDN/NGRN/NOLC1/NSUN5/PA2G4/PABPC1/PAIP1/PAIP2/PAIP2B/PARN/PASK/PATL1/PCIF1/PDE12/PER1/PER2/PLD1/POLDIP3/POLR2D/POLR2G/PPP1CA/PPP1R15A/PPP1R15B/PURA/PUS7/QKI/RBM24/RBM3/RBM4/RBM8A/RC3H1/RC3H2/RHOA/RMND1/ROCK1/RPL26/RPS27L/RPS6KB1/RPUSD4/SAMD4A/SAMD4B/SARNP/SECISBP2/SERP1/SESN2/SHMT2/SOX4/STAT3/SYNCRIP/TACO1/TARBP2/TCOF1/TIA1/TMED2/TNRC6B/TOB1/TRAP1/TRNAU1AP/TRUB2/TSFM/TYMS/UNK/UPF1/VIM/XRN1/YBX1/YTHDF2/YTHDF3/ZC3H12A/ZFP36/ZFP36L1/ZNF385A/ZNF540",183
"GO:0006368","GO:0006368","transcription elongation from RNA polymerase II promoter","36/5279","57/16438",1.41472899208591e-06,9.23147897046371e-05,7.69361761014695e-05,"ADRM1/ARID1B/BRD4/CDK12/CDK9/CTDP1/CTNNB1/CTR9/ELL2/ELOF1/ELP2/ELP4/ENY2/ERCC3/GTF2F1/HEXIM1/HNRNPU/LARP7/PADI2/PAF1/POLR2I/RECQL5/RNF168/RTF1/SERTAD1/SERTAD2/SETD2/SMARCD1/SUPT16H/SUPT5H/SUPT6H/WDR43/WDR61/ZMIZ1/ZMIZ2/ZMYND11",36
"GO:0006470","GO:0006470","protein dephosphorylation","121/5279","263/16438",1.50582389021276e-06,9.72354405773842e-05,8.10371014601339e-05,"ACP1/ANKLE2/ARPP19/BOD1/BTRC/CALM1/CALM2/CALM3/CDC14A/CDC25A/CDC25B/CDCA2/CRY2/CSNK2B/CTDNEP1/CTDP1/CTDSP1/CTDSP2/DLC1/DUSP10/DUSP14/DUSP28/DUSP3/DUSP5/DUSP7/ENSA/EYA1/EYA3/EYA4/FBXW11/FKBP1A/FKBP1B/GBA/GNAI2/HSP90AB1/HSP90B1/HTT/ITGA1/MAGI2/MASTL/MTMR1/MTMR2/MTMR4/MTMR6/MTOR/NCK1/PDP1/PDP2/PDXP/PGAM5/PGP/PHLPP2/PHPT1/PPIA/PPM1A/PPM1B/PPM1D/PPM1F/PPM1H/PPM1J/PPM1M/PPP1CA/PPP1R11/PPP1R15A/PPP1R15B/PPP1R16B/PPP1R3B/PPP1R3C/PPP1R3D/PPP1R3E/PPP1R8/PPP1R9B/PPP2CA/PPP2R1A/PPP2R2D/PPP2R3A/PPP2R5D/PPP3CB/PPP3R1/PPP4R1/PPP4R2/PPP4R4/PPP5C/PPP6C/PPP6R1/PPP6R2/PPP6R3/PTBP1/PTP4A1/PTP4A3/PTPDC1/PTPN1/PTPN11/PTPN18/PTPN2/PTPN4/PTPN6/PTPN9/PTPRD/PTPRE/PTPRF/PTPRJ/PTPRK/PTPRM/PTPRS/PTPRU/ROCK1/RPAP2/RPRD1B/SBF1/SPPL3/SSH3/SSU72/STYXL1/SYMPK/TGFB1/TIMM50/TIPRL/UBASH3B/YWHAB/YWHAE",121
"GO:1903364","GO:1903364","positive regulation of cellular protein catabolic process","74/5279","145/16438",1.63440888733228e-06,0.000104450522603843,8.7050231351349e-05,"ABCA2/AKT1/ANKIB1/ARIH1/ARIH2/ATXN3/AXIN1/BAG6/BCAP31/CAV1/CCDC22/CDC20/CHFR/CLU/CSNK1D/CTSC/DAB2/DAB2IP/DDA1/DVL1/FBXL5/FBXW7/FMR1/FZR1/GBA/GCLC/GSK3A/HECTD1/HERPUD1/HSP90AA1/HSPA1A/HSPA1B/HSPBP1/KEAP1/LDLR/LRP1/LRP2/MAGEF1/MDM2/MSN/NKD2/NUPR1/PLK1/PLK2/PLK3/PRICKLE1/PSMC2/PSMC3/PSMC4/PSMC5/PSMD10/PTTG1IP/RAD23A/RCHY1/RDX/RNF128/RNF14/RNF144A/RNF185/RNF40/RNFT2/SGTA/SIRT2/SIRT6/SOCS4/TNFAIP3/TRIB2/TRIB3/USP13/USP5/VCP/VGLL4/VPS35/ZER1",74
"GO:0001838","GO:0001838","embryonic epithelial tube formation","64/5279","121/16438",1.67871641502401e-06,0.000106187378129937,8.84977461325227e-05,"ABL1/ARHGAP35/BBS4/BMP4/BRD2/CASP3/CECR2/CELSR1/CITED2/CTNNB1/DEAF1/DLC1/DVL1/DVL2/DVL3/GDF7/GDNF/GLMN/HECTD1/HES5/HIF1A/IFT122/IFT52/KAT2A/KDM2B/LMO4/LRP2/MED12/MIB1/MTHFD1/MTHFD1L/MTHFR/NOG/NPHP3/OPA1/PFN1/PRICKLE1/PRKACA/PRKACB/RARG/RGMA/SCRIB/SDC4/SEMA4C/SETD2/SFRP1/SIX1/SIX4/SKI/SOX4/SOX8/SOX9/STIL/STK3/STK4/SUFU/TCTN1/TGFB1/TMED2/TRAF6/TSC2/TULP3/TWIST1/VASP",64
"GO:0034968","GO:0034968","histone lysine methylation","54/5279","98/16438",2.07213854376338e-06,0.000129749361947366,0.000108134566430523,"ARID4A/ASH1L/ASH2L/ATRX/AUTS2/BCOR/BEND3/BRCA1/BRD4/CTCFL/CTNNB1/CTR9/DOT1L/EHMT1/EHMT2/EZH1/GFI1/JARID2/KDM3A/KDM4A/MECOM/MECP2/MEN1/MLLT6/MTF2/MYB/NSD1/OGT/PAXIP1/PHF19/PIH1D1/PWP1/PYGO2/RTF1/SETD1A/SETD1B/SETD2/SETD3/SETD5/SETD6/SMARCB1/SMYD3/SMYD5/SUPT6H/SUV39H1/SUZ12/TET2/TRMT112/WDR5/WDR5B/WDR61/WDR82/ZNF274/ZNF335",54
"GO:0031503","GO:0031503","protein-containing complex localization","99/5279","208/16438",2.0989349052814e-06,0.000130112974778394,0.000108437605422327,"ABCE1/AKAP9/ALKBH5/ALYREF/AP2B1/AP2M1/AP3D1/ARC/ARL3/ATR/BIRC5/CACNG4/CHTOP/CPLX1/DAG1/DBN1/DDX19A/DDX39A/DLG3/DNM3/EIF6/ENY2/EXOC3/FYTTD1/GLE1/GPC4/GPC6/GPHN/GRIP2/HIP1/HNRNPU/HRAS/HSPB11/IFT122/IFT46/IFT52/IFT88/IQSEC2/KIF17/KIF3B/KIF5A/KLHL21/LCA5/LSG1/LTV1/MCM3AP/NCBP1/NMD3/NOL6/NSUN2/NUP107/NUP133/NUP214/NUP85/NUP88/NUP93/NXF1/NXF3/PABPN1/POLDIP3/POLR2D/PPP3R1/PURA/RAB8A/RABL2B/RAE1/RALB/RAN/RBM15B/RCC2/RPS15/RRS1/SARNP/SCRIB/SDAD1/SEH1L/SETD2/SFPQ/SMG5/SMG6/SMG7/SNAP25/SNAPIN/SRSF3/SSNA1/SSX2IP/SUPT6H/THOC1/THOC2/THOC7/TRAF3IP1/TTC21A/TUB/UPF1/VAMP2/VPS35/XPO1/ZC3H11A/ZDHHC3",99
"GO:1903312","GO:1903312","negative regulation of mRNA metabolic process","47/5279","82/16438",2.13781440155191e-06,0.000131211004705151,0.00010935271581883,"ANGEL2/C1QBP/CDK9/CELF4/CIRBP/CTR9/DHX34/DHX9/E2F1/ELAVL1/FMR1/FUS/GDNF/HNRNPA0/HNRNPD/HNRNPK/HNRNPU/IGF2BP1/LARP1/LARP4B/MAPKAPK2/MTOR/PABPC1/PAIP1/PTBP1/RBM10/RBM24/RBM42/RBMX/RNF20/RNF40/RNPS1/SECISBP2/SFSWAP/SRSF6/SRSF7/SRSF9/SUPT5H/SYNCRIP/TIRAP/TOB1/TRAF2/TRAF5/U2AF2/YBX1/ZC3H14/ZFP36",47
"GO:0006399","GO:0006399","tRNA metabolic process","72/5279","141/16438",2.18607484832491e-06,0.000132857627301629,0.000110725029469336,"AARS2/ADAT2/ALKBH1/ALKBH8/CARS2/CLP1/DDX1/DICER1/DPH3/DTWD2/DUS1L/DUS3L/EARS2/ELP2/ELP4/EXOSC10/EXOSC3/EXOSC9/FARSA/FARSB/FTSJ1/GATC/GRSF1/GTPBP3/HSD17B10/IARS2/LAGE3/LARS2/LCMT2/LRRC47/LSM6/METTL1/METTL2B/METTL6/MOCS3/NAT10/NSUN2/NSUN6/OSGEPL1/POLR3K/POP1/POP4/PRORSD1P/PUS1/PUS7/QRSL1/RARS2/RPP14/RPP30/RPP40/RPUSD4/TARBP1/THG1L/THUMPD2/TRIT1/TRMT1/TRMT11/TRMT112/TRMT2B/TRMT61A/TRMU/TRPT1/TRUB1/TSEN34/TSEN54/TYW1B/TYW3/TYW5/URM1/WARS2/WDR4/WDR6",72
"GO:0006302","GO:0006302","double-strand break repair","102/5279","216/16438",2.32253442625764e-06,0.000137970218727135,0.000114985920226994,"ACTR2/ACTR5/ARID2/BABAM1/BRCA1/BRCC3/BRIP1/CDCA5/DCLRE1A/DDX1/DNA2/EME1/EME2/EYA1/EYA3/FANCB/FEN1/FOXM1/FUS/GEN1/GINS4/HELB/HMGB1/HMGB2/HSF1/HUS1/IFFO1/INO80/KAT5/KDM2A/KLHL15/LIG4/MAGEF1/MCM2/MCM3/MCM4/MCM6/MCM7/MLH1/MMS22L/MSH2/MUS81/NBN/NHEJ1/NUDT16L1/OGG1/OTUB1/PARP1/PARP3/PIAS4/POLA1/POLM/POLN/POT1/PPP4R2/PPP5C/PRPF19/PSMD14/RAD50/RAD51AP1/RAD51C/RAD51D/RAD54B/RBBP8/RECQL5/REV3L/RFWD3/RMI2/RNF168/RNF169/RPA1/RPA2/RPA4/SAMHD1/SETD2/SFPQ/SIRT6/SIRT7/SMARCAD1/SMARCAL1/SPIRE2/SWSAP1/TDP1/TERF2IP/TFIP11/TIMELESS/TNKS1BP1/TP53BP1/TRIP13/TWIST1/UBE2N/UBQLN4/VCP/WDR48/WDR70/XRCC2/XRCC3/XRCC5/XRCC6/ZBTB7A/ZFYVE26/ZSWIM7",102
"GO:0007005","GO:0007005","mitochondrion organization","187/5279","440/16438",2.33805919191958e-06,0.000137970218727135,0.000114985920226994,"ABLIM3/ACAD9/ADCK1/AGK/AIFM1/AIFM2/AKT1/AP3B1/ARIH2/ARMCX3/ATAD3A/ATAD3B/ATG12/ATG13/ATG14/ATG7/ATPAF1/BAD/BAG3/BAK1/BAP1/BAX/BCAP31/BCL2L1/BCL2L11/BCL2L2/BCS1L/BID/BIK/BNIP3L/CALM1/CALM3/CAV2/CDC37/CDK5/CLU/CNP/COA5/COX14/COX17/CTTN/DNA2/DNAJA3/DNAJC11/DNLZ/DYNLT1/EPAS1/FBXO7/FBXW7/FEZ1/FIS1/FUNDC2/FXN/FZD5/GABARAPL1/GBA/GCLC/GDAP1/GGNBP1/GHITM/GOLPH3/GPX1/GRPEL1/GSK3A/HEBP2/HIF1A/HIGD1A/HIGD2B/HMGCL/HSD17B10/HSP90AA1/HSPA1A/HSPA1L/HSPA4/HTT/HUWE1/IFI6/IFIT2/JUN/KAT2A/LEPROT/LETM1/LMAN1/LYRM7/MAPT/MARK2/MFF/MFN2/MLLT11/MTFP1/MTFR1/MTX1/MTX3/MYH14/NDUFA1/NDUFA11/NDUFA12/NDUFA5/NDUFA8/NDUFAB1/NDUFAF2/NDUFAF4/NDUFB10/NDUFB11/NDUFB2/NDUFB5/NDUFB8/NDUFC2/NDUFS2/NDUFS3/NDUFS5/NDUFS7/NDUFS8/NMT1/OPA1/OPTN/PARK7/PARP1/PGAM5/PHB/PIF1/PISD/PITRM1/PLEC/PMAIP1/PMPCA/POLDIP2/PPARG/PPARGC1A/PPIF/PRDX3/PRELID1/PSMD10/PYROXD2/RAB32/RALBP1/RHOU/RNF31/SAE1/SAMM50/SESN2/SFN/SIRT5/SIRT7/SLC25A36/SLC25A46/SLIRP/SREBF1/STAT3/SUPV3L1/TACO1/TFAM/TFRC/THEM4/THG1L/TIMM10/TIMM13/TIMM23/TIMM50/TIMM8A/TIMM9/TMEM126A/TMEM135/TMEM14A/TNFSF10/TOMM20/TOMM22/TOMM34/TOMM40/TOMM40L/TRAK2/TRIAP1/TSC2/TSPO/TTC19/UBE2J2/UBE2L3/UBL5/VAT1/VDAC1/VPS13D/VPS35/WDR81/WIPI1/WIPI2/ZDHHC6/ZNF205",187
"GO:0031060","GO:0031060","regulation of histone methylation","37/5279","60/16438",2.35055849371844e-06,0.000137970218727135,0.000114985920226994,"AASS/ATRX/AUTS2/BCOR/BRCA1/BRD4/CHTOP/CTCF/CTCFL/CTNNB1/CTR9/EHMT2/GFI1/JARID2/KDM3A/KDM4A/MECP2/MLLT6/MTF2/MTHFR/MYB/NSD1/OGT/PAF1/PAXIP1/PHF19/PIH1D1/PYGO2/RNF20/RTF1/SMARCB1/SUPT6H/TET1/WDR5/WDR61/ZNF274/ZNF335",37
"GO:0021915","GO:0021915","neural tube development","76/5279","151/16438",2.3592261953664e-06,0.000137970218727135,0.000114985920226994,"ABL1/ALDH1A2/ARHGAP35/ARL13B/BBS4/BMP4/BRD2/CASP3/CECR2/CELSR1/CHRD/CITED2/DCHS1/DEAF1/DLC1/DVL1/DVL2/DVL3/EPHA2/GBX2/GDF7/GLI2/GLMN/GORAB/HECTD1/HES1/HES5/HIF1A/IFT122/IFT52/ITPK1/KAT2A/KDM2B/LMO4/LRP2/MED12/MIB1/MTHFD1/MTHFD1L/MTHFR/NOG/NPHP3/NUP133/OPA1/PFN1/PHGDH/PKD1/PRICKLE1/PRKACA/PRKACB/PROX1/RARG/RGMA/RNF220/RPGRIP1L/SCRIB/SDC4/SEMA4C/SETD2/SFRP1/SKI/SOX4/STIL/STK3/STK4/SUFU/TCTN1/TGFB1/TMED2/TRAF6/TSC2/TULP3/TWIST1/VASP/ZFP36L1/ZNF358",76
"GO:0051099","GO:0051099","positive regulation of binding","82/5279","166/16438",2.51348828573578e-06,0.000145315336004887,0.000121107422948011,"ABL1/ACD/ACE/ADD1/ADD2/APP/B2M/BMP2/BMP4/CALM1/CALM2/CALM3/CAPRIN2/CAV1/CDK5/CDK9/CEBPG/CLN5/CTNNB1/DERL1/DHX9/DPH3/EBF2/EDF1/EIF4G1/EPB41/EPB41L5/EPHA4/ERCC2/FKBP1A/FMR1/HAND2/HES1/HMBOX1/HMGB1/HMGB2/HSF1/HSP90AB1/KLF4/LARP6/LRP1/MAPRE1/MBD2/MED25/MEN1/NCBP1/NMD3/NME1/PARK7/PARP1/PDX1/PKD1/PLCL2/PLK2/PLXND1/POLDIP2/POU4F1/POU4F2/PPARG/PPP2CA/PYGO2/RALB/RAMP2/RAN/RAPGEF2/RIPK2/SIRT2/SKI/SPAG8/SPON1/SPPL3/STK3/STK4/STMN1/TGFB1/TRAF6/TRIB3/TRIM28/TRIM6/TWIST1/USP33/ZNF618",82
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","105/5279","224/16438",2.54118650913915e-06,0.000145315336004887,0.000121107422948011,"ABL1/AIMP2/AKT1/ARNT/ARRDC3/ARRDC4/AXIN1/BRCA1/BTRC/CAMLG/CAPN3/CAV1/CDC20/CDK5/CDK5RAP3/CDK9/CHFR/CTNNB1/CTR9/DAXX/DCUN1D1/DCUN1D4/DERL1/EGR1/EPAS1/FANCI/FBXW7/FKBP1A/FZR1/GCLC/GLMN/GNL3L/GSK3A/HERPUD1/HIF1A/HMG20B/HSP90AA1/HSP90AB1/HSPA1A/HSPA1B/HSPA5/HSPBP1/HUWE1/IVNS1ABP/LIMK1/MTBP/MTOR/N4BP1/NDFIP1/NOD2/NXN/OGT/OTUB1/OTUD4/PARK7/PAXIP1/PDCD6/PEF1/PELI1/PER2/PHF23/PIAS3/PIAS4/PLK1/PPIA/PRICKLE1/PRMT3/PSMD10/PTTG1IP/RASD2/RCHY1/RELA/RIPK2/RNF20/RNF40/RPS15/SAE1/SART3/SENP2/SIRT7/SKP1/SKP2/SOX4/SPOPL/SPRY2/TNFAIP3/TOLLIP/TRAF6/TRIB3/TRIM44/TSPO/U2AF2/UBA2/UBE2C/UBE2D1/UBE2I/UBE2L3/UBE2N/UFL1/USP4/VCP/WDR48/WDR70/ZC3H12A/ZMIZ1",105
"GO:0006406","GO:0006406","mRNA export from nucleus","36/5279","58/16438",2.57859121802509e-06,0.000145315336004887,0.000121107422948011,"ALKBH5/ALYREF/CHTOP/DDX19A/DDX39A/ENY2/FYTTD1/GLE1/MCM3AP/NCBP1/NSUN2/NUP107/NUP133/NUP214/NUP85/NUP88/NUP93/NXF1/NXF3/PABPN1/POLDIP3/POLR2D/RAE1/RBM15B/SARNP/SETD2/SMG5/SMG6/SMG7/SRSF3/SUPT6H/THOC1/THOC2/THOC7/UPF1/ZC3H11A",36
"GO:0071427","GO:0071427","mRNA-containing ribonucleoprotein complex export from nucleus","36/5279","58/16438",2.57859121802509e-06,0.000145315336004887,0.000121107422948011,"ALKBH5/ALYREF/CHTOP/DDX19A/DDX39A/ENY2/FYTTD1/GLE1/MCM3AP/NCBP1/NSUN2/NUP107/NUP133/NUP214/NUP85/NUP88/NUP93/NXF1/NXF3/PABPN1/POLDIP3/POLR2D/RAE1/RBM15B/SARNP/SETD2/SMG5/SMG6/SMG7/SRSF3/SUPT6H/THOC1/THOC2/THOC7/UPF1/ZC3H11A",36
"GO:0072175","GO:0072175","epithelial tube formation","68/5279","132/16438",2.77804570198781e-06,0.000155145092852454,0.000129299652018551,"ABL1/ARHGAP35/BBS4/BMP4/BRD2/CASP3/CECR2/CELSR1/CITED2/CTNNB1/DEAF1/DLC1/DVL1/DVL2/DVL3/FGF2/FGFR2/GDF7/GDNF/GLMN/HECTD1/HES5/HIF1A/IFT122/IFT52/KAT2A/KDM2B/LMO4/LRP2/MED12/MIB1/MTHFD1/MTHFD1L/MTHFR/NOG/NPHP3/OPA1/PFN1/PIK3CD/PRICKLE1/PRKACA/PRKACB/PROX1/RARG/RGMA/SCRIB/SDC4/SEMA4C/SETD2/SFRP1/SIX1/SIX4/SKI/SOX4/SOX8/SOX9/STIL/STK3/STK4/SUFU/TCTN1/TGFB1/TMED2/TRAF6/TSC2/TULP3/TWIST1/VASP",68
"GO:0070646","GO:0070646","protein modification by small protein removal","65/5279","125/16438",3.01945896873232e-06,0.000167121662028318,0.000139281058444908,"ATXN3/ATXN7L3/BABAM1/BAP1/BRCC3/COPS5/COPS6/COPS7B/COPS8/CYLD/ENY2/GPS1/HINT1/JOSD1/JOSD2/KAT2A/MYSM1/OTUB1/OTUD3/OTUD4/OTUD5/OTUD6B/PARK7/PSMD14/SART3/SENP1/SENP2/SENP3/SENP7/SHMT2/SUPT3H/TNFAIP3/TRRAP/UCHL1/UCHL5/USP10/USP13/USP14/USP15/USP19/USP2/USP22/USP24/USP25/USP28/USP33/USP39/USP4/USP40/USP42/USP45/USP47/USP48/USP5/USP53/USP54/USP7/USP8/USPL1/VCP/VCPIP1/WDR48/YOD1/ZC3H12A/ZRANB1",65
"GO:1901800","GO:1901800","positive regulation of proteasomal protein catabolic process","57/5279","106/16438",3.08765111261561e-06,0.000169030274028005,0.000140871716988215,"AKT1/ANKIB1/ARIH1/ARIH2/ATXN3/BAG6/BCAP31/CAV1/CDC20/CHFR/CLU/CSNK1D/DAB2/DAB2IP/DDA1/DVL1/FBXW7/FMR1/FZR1/GBA/GCLC/GSK3A/HECTD1/HERPUD1/HSPA1A/HSPA1B/HSPBP1/KEAP1/MDM2/NKD2/NUPR1/PLK1/PLK2/PLK3/PRICKLE1/PSMC2/PSMC3/PSMC4/PSMC5/PSMD10/RAD23A/RCHY1/RNF14/RNF144A/RNF185/RNF40/RNFT2/SGTA/SIRT2/SIRT6/SOCS4/TRIB2/TRIB3/USP13/USP5/VCP/ZER1",57
"GO:0016311","GO:0016311","dephosphorylation","160/5279","369/16438",3.10847737363972e-06,0.000169030274028005,0.000140871716988215,"ACP1/ACP2/ANKLE2/ARPP19/ATP1A1/BMP2/BOD1/BTRC/CALM1/CALM2/CALM3/CDC14A/CDC25A/CDC25B/CDCA2/CDK5RAP3/CHP2/CRY2/CSNK2B/CTDNEP1/CTDP1/CTDSP1/CTDSP2/DLC1/DUSP10/DUSP14/DUSP28/DUSP3/DUSP5/DUSP7/ENSA/ENTPD6/EPHX2/EYA1/EYA3/EYA4/FBP2/FBXW11/FKBP1A/FKBP1B/G6PC3/GBA/GNAI2/HDDC2/HSP90AB1/HSP90B1/HTT/IMPA1/IMPA2/INPP4B/INPP5A/INPP5B/INPP5E/INPP5J/INPP5K/ITGA1/LHPP/LPIN1/LPIN3/MAGI2/MASTL/MEF2C/MTMR1/MTMR11/MTMR12/MTMR2/MTMR4/MTMR6/MTOR/NANP/NCK1/NPNT/NT5C2/NT5E/NUDT16/OCRL/PDP1/PDP2/PDXP/PFKFB4/PGAM5/PGP/PHLPP2/PHPT1/PPARGC1B/PPIA/PPM1A/PPM1B/PPM1D/PPM1F/PPM1H/PPM1J/PPM1M/PPP1CA/PPP1R11/PPP1R15A/PPP1R15B/PPP1R16B/PPP1R3B/PPP1R3C/PPP1R3D/PPP1R3E/PPP1R8/PPP1R9B/PPP2CA/PPP2R1A/PPP2R2D/PPP2R3A/PPP2R3C/PPP2R5D/PPP3CB/PPP3R1/PPP4R1/PPP4R2/PPP4R4/PPP5C/PPP6C/PPP6R1/PPP6R2/PPP6R3/PTBP1/PTP4A1/PTP4A3/PTPDC1/PTPN1/PTPN11/PTPN18/PTPN2/PTPN4/PTPN6/PTPN9/PTPRD/PTPRE/PTPRF/PTPRJ/PTPRK/PTPRM/PTPRS/PTPRU/ROCK1/RPAP2/RPRD1B/SACM1L/SBF1/SMG5/SMG6/SMG7/SPPL3/SSH3/SSU72/STYXL1/SYMPK/TGFB1/THTPA/TIMM50/TIPRL/UBASH3B/URI1/YWHAB/YWHAE",160
"GO:0061013","GO:0061013","regulation of mRNA catabolic process","76/5279","152/16438",3.2455854673363e-06,0.000174951167930589,0.000145806256052051,"AKT1/ALKBH5/ANGEL2/APEX1/BTG2/CARHSP1/CELF1/CIRBP/CNOT7/CPEB3/DCP1A/DCP2/DHX34/DHX9/E2F1/ELAVL1/EXOSC3/EXOSC5/EXOSC9/FASTK/FASTKD5/FMR1/FTO/FUS/FXR2/GDNF/GTPBP1/HNRNPA0/HNRNPD/HNRNPM/HNRNPR/HNRNPU/IGF2BP1/KHSRP/LARP1/LARP4B/MAPKAPK2/METTL3/MLH1/MOV10/MTOR/PABPC1/PABPC4/PAIP1/PARN/PATL1/PDE12/POLR2D/POLR2G/PRKCA/PRR5L/RBM10/RBM24/RC3H1/RC3H2/ROCK1/SAMD4A/SAMD4B/SECISBP2/SYNCRIP/TBRG4/TIRAP/TNRC6B/TOB1/TRAF2/TRAF5/UPF1/VIM/YBX1/YTHDF2/YTHDF3/ZC3H12A/ZC3H14/ZC3HAV1/ZFP36/ZFP36L1",76
